[Mon Nov 27 13:17:45.490735 2017] [mpm_winnt:notice] [pid 13156:tid 664] AH00455: Apache/2.4.6 (Win32) PHP/5.4.17 configured -- resuming normal operations
[Mon Nov 27 13:17:45.490735 2017] [mpm_winnt:notice] [pid 13156:tid 664] AH00456: Apache Lounge VC10 Server built: Jul 16 2013 11:15:41
[Mon Nov 27 13:17:45.490735 2017] [core:notice] [pid 13156:tid 664] AH00094: Command line: 'C:\\Users\\Johannes Miss\\Downloads\\USBWebserver v8.6/apache2/bin/httpd_usbwv8.exe -d C:/Users/Johannes Miss/Downloads/USBWebserver v8.6/apache2'
[Mon Nov 27 13:17:45.495742 2017] [mpm_winnt:notice] [pid 13156:tid 664] AH00418: Parent: Created child process 3460
[Mon Nov 27 13:17:46.046847 2017] [mpm_winnt:notice] [pid 3460:tid 600] AH00354: Child: Starting 64 worker threads.
[Mon Nov 27 13:18:07.520981 2017] [:error] [pid 3460:tid 1328] [client ::1:56122] PHP Notice:  Undefined variable: data in C:\\Users\\Johannes Miss\\Downloads\\USBWebserver v8.6\\root\\Zitate\\files\\data.php on line 43, referer: http://localhost:8080/Zitate/files/liste.php
[Mon Nov 27 13:18:25.192468 2017] [:error] [pid 3460:tid 1328] [client ::1:56136] PHP Notice:  Undefined variable: data in C:\\Users\\Johannes Miss\\Downloads\\USBWebserver v8.6\\root\\Zitate\\files\\data.php on line 43, referer: http://localhost:8080/Zitate/
[Mon Nov 27 13:18:30.232430 2017] [:error] [pid 3460:tid 1328] [client ::1:56136] PHP Notice:  Undefined variable: data in C:\\Users\\Johannes Miss\\Downloads\\USBWebserver v8.6\\root\\Zitate\\files\\data.php on line 43, referer: http://localhost:8080/Zitate/
[Mon Nov 27 13:18:35.228356 2017] [:error] [pid 3460:tid 1328] [client ::1:56136] PHP Notice:  Undefined variable: data in C:\\Users\\Johannes Miss\\Downloads\\USBWebserver v8.6\\root\\Zitate\\files\\data.php on line 43, referer: http://localhost:8080/Zitate/
[Mon Nov 27 13:18:40.225782 2017] [:error] [pid 3460:tid 1328] [client ::1:56136] PHP Notice:  Undefined variable: data in C:\\Users\\Johannes Miss\\Downloads\\USBWebserver v8.6\\root\\Zitate\\files\\data.php on line 43, referer: http://localhost:8080/Zitate/
[Mon Nov 27 13:18:45.227834 2017] [:error] [pid 3460:tid 1328] [client ::1:56136] PHP Notice:  Undefined variable: data in C:\\Users\\Johannes Miss\\Downloads\\USBWebserver v8.6\\root\\Zitate\\files\\data.php on line 43, referer: http://localhost:8080/Zitate/
[Mon Nov 27 13:18:50.195986 2017] [:error] [pid 3460:tid 1328] [client ::1:56136] PHP Notice:  Undefined variable: data in C:\\Users\\Johannes Miss\\Downloads\\USBWebserver v8.6\\root\\Zitate\\files\\data.php on line 43, referer: http://localhost:8080/Zitate/
[Mon Nov 27 13:18:55.216388 2017] [:error] [pid 3460:tid 1328] [client ::1:56136] PHP Notice:  Undefined variable: data in C:\\Users\\Johannes Miss\\Downloads\\USBWebserver v8.6\\root\\Zitate\\files\\data.php on line 43, referer: http://localhost:8080/Zitate/
[Mon Nov 27 13:19:00.230677 2017] [:error] [pid 3460:tid 1328] [client ::1:56136] PHP Notice:  Undefined variable: data in C:\\Users\\Johannes Miss\\Downloads\\USBWebserver v8.6\\root\\Zitate\\files\\data.php on line 43, referer: http://localhost:8080/Zitate/
[Mon Nov 27 13:19:05.193067 2017] [:error] [pid 3460:tid 1328] [client ::1:56136] PHP Notice:  Undefined variable: data in C:\\Users\\Johannes Miss\\Downloads\\USBWebserver v8.6\\root\\Zitate\\files\\data.php on line 43, referer: http://localhost:8080/Zitate/
[Mon Nov 27 13:19:10.227181 2017] [:error] [pid 3460:tid 1328] [client ::1:56136] PHP Notice:  Undefined variable: data in C:\\Users\\Johannes Miss\\Downloads\\USBWebserver v8.6\\root\\Zitate\\files\\data.php on line 43, referer: http://localhost:8080/Zitate/
